id,name,agency,solicitation_number,outcome,docket_url,filed_date,due_date,date_decided,case_type,gao_attorney
1465,"Partnership for Supply Chain Management","United States Agency for International Development",SOL-OAA-12-000128,Denied,http://gao.gov/docket/B-411490.1,"May 4, 2015","Aug 12, 2015","Aug 11, 2015","Bid Protest","Matthew T. Crosby"
1466,"Starry Associates, Inc.","Department of Health and Human Services",15-233-SOL-00023,Sustained,http://gao.gov/docket/B-410968.2,"May 4, 2015","Aug 12, 2015","Aug 11, 2015","Bid Protest","Young S. Lee"
1467,"Bahrain Telecommunications Company, BSC","Department of Defense : Defense Information Systems Agency",RE20FEB145280,Denied,http://gao.gov/docket/B-410614.2,"May 4, 2015","Aug 12, 2015","Aug 10, 2015","Bid Protest","Stephanie B. Magnell"
1468,"Cape Henry Associates, Inc.","Department of the Navy : Naval Sea Systems Command",N00024-15-R-3067,Denied,http://gao.gov/docket/B-411492.1,"May 4, 2015","Aug 12, 2015","Aug 10, 2015","Bid Protest","Kenneth Kilgour"
1469,"GeoNorth LLC","Department of the Navy : Naval Sea Systems Command",N00024-14-R-3145,Denied,http://gao.gov/docket/B-411473.2,"May 4, 2015","Aug 12, 2015","Aug 6, 2015","Bid Protest","Paul N. Wengert"
1470,"Quantech Services, Inc.","Department of the Air Force",FA8721-11-R-0002,Dismissed,http://gao.gov/docket/B-408227.5,"May 4, 2015","Aug 12, 2015","Jul 2, 2015","Bid Protest","Louis A. Chiarella"
1471,"Modus Operandi, Inc.","Department of the Air Force",FA8730-15-R-0003,Denied,http://gao.gov/docket/B-411341.2,"May 4, 2015","Aug 12, 2015","Jul 2, 2015","Bid Protest","Gary R. Allen"
1472,"General Dynamics Information Technology, Inc.","Department of Defense : National Geospatial-Intelligence Agency",DNI001-14-R-0001,Withdrawn,http://gao.gov/docket/B-411493.1,"May 4, 2015","Aug 12, 2015","Jun 17, 2015","Bid Protest","Paula J. Haurilesko"
1473,"Chase Supply, Inc.","Department of Defense : Defense Logistics Agency",SPE7M4-14-T-1108,Dismissed,http://gao.gov/docket/B-411491.1,"May 4, 2015","Aug 12, 2015","Jun 1, 2015","Bid Protest","Stephanie B. Magnell"
1474,"Karthik Consulting, LLC","Department of the Navy : Office of Naval Research",N00024-14-R-3438,Dismissed,http://gao.gov/docket/B-411496.1,"May 4, 2015","Aug 12, 2015","May 26, 2015","Bid Protest","Jennifer D. Westfall-McGrail"
1475,"University of Maryland-School of Medicine","Department of Health and Human Services : Public Health Service : National Institutes of Health",NIH-NIAAA-DTRR-2015-04,Dismissed,http://gao.gov/docket/B-411495.1,"May 4, 2015","Aug 12, 2015","May 21, 2015","Bid Protest","Paula J. Haurilesko"
1476,"Hui O Laulima, LLC","Department of the Navy : Naval Facilities Engineering Command",N40080-13-R-0458,Withdrawn,http://gao.gov/docket/B-411498.1,"May 4, 2015","Aug 12, 2015","May 14, 2015","Bid Protest","Noah B. Bleicher"
1477,"QSA Global National, Inc.","Department of Health and Human Services : Public Health Service : National Institutes of Health",NIHOD2014001,Dismissed,http://gao.gov/docket/B-409917.2,"May 4, 2015","Aug 12, 2015","May 14, 2015","Bid Protest","Robert T. Wu"
1478,"Strategic Solutions Unlimited, Inc.","Department of Defense : Defense Information Systems Agency",831404673,Withdrawn,http://gao.gov/docket/B-411497.1,"May 4, 2015","Aug 12, 2015","May 11, 2015","Bid Protest","Christina Sklarew"
1479,"Cellebrite Inc.","Department of Homeland Security",HSFLGL-15-Q-00171,Dismissed,http://gao.gov/docket/B-411494.1,"May 4, 2015","Aug 12, 2015","May 8, 2015","Bid Protest","Scott H. Riback"
1480,"Erickson Aero Tanker","Department of Agriculture : Forest Service",AG-024B-S-15-9003,Denied,http://gao.gov/docket/B-411306.5,"May 1, 2015","Aug 10, 2015","Jul 17, 2015","Bid Protest","Evan D. Wesser"
1481,"Diversified Technical Services, Inc.","Department of the Air Force",FA6643-14-R-0029,Withdrawn,http://gao.gov/docket/B-410959.4,"May 1, 2015","Aug 10, 2015","Jun 18, 2015","Bid Protest","Brent Burris"
1482,"The Alonso Group LLC","Department of Veterans Affairs",VA249-15-R-0123,Dismissed,http://gao.gov/docket/B-411484.1,"May 1, 2015","Aug 10, 2015","Jun 11, 2015","Bid Protest","Brent Burris"
1483,"Phoenix Environmental Design, Inc.","Department of Veterans Affairs",VA786-15-Q-0161,Dismissed,http://gao.gov/docket/B-411381.2,"May 1, 2015","Aug 10, 2015","Jun 10, 2015","Bid Protest","Frank Maguire"
1484,"JBS International, Inc.","Department of Health and Human Services : Public Health Service : Substance Abuse and Mental Health Services Administration",270-15-0457,Dismissed,http://gao.gov/docket/B-411486.1,"May 1, 2015","Aug 10, 2015","May 28, 2015","Bid Protest","Heather Weiner"
1485,"Altarum Institute","Department of Health and Human Services : Public Health Service : Substance Abuse and Mental Health Services Administration",270-15-0457,Dismissed,http://gao.gov/docket/B-411486.2,"May 1, 2015","Aug 10, 2015","May 28, 2015","Bid Protest","Heather Weiner"
1486,"MDA Information Systems LLC","Department of Defense : Defense Intelligence Agency",HHM402-15-R-0034,Dismissed,http://gao.gov/docket/B-411470.2,"May 1, 2015","Aug 10, 2015","May 22, 2015","Bid Protest","Paula J. Haurilesko"
1487,"ACC Construction Company Inc.","Department of the Army : Corps of Engineers",W912QR-15-R-0014,Dismissed,http://gao.gov/docket/B-411487.1,"May 1, 2015","Aug 10, 2015","May 19, 2015","Bid Protest","Gary R. Allen"
1488,"Headwall Photonics, Inc.","National Aeronautics and Space Administration",NNG15538853Q,Withdrawn,http://gao.gov/docket/B-411488.1,"May 1, 2015","Aug 10, 2015","May 15, 2015","Bid Protest","Young S. Lee"
1489,"Phoenix Construction Service, LLC","Department of the Army : Corps of Engineers",W912DW-15-Q-0024,Dismissed,http://gao.gov/docket/B-411485.1,"May 1, 2015","Aug 10, 2015","May 15, 2015","Bid Protest","Mary G. Curcio"
1490,"Global Consulting Services of MD, LLC","Department of Health and Human Services : Public Health Service : National Institutes of Health",NIHOD2014001,Dismissed,http://gao.gov/docket/B-411482.1,"May 1, 2015","Aug 10, 2015","May 13, 2015","Bid Protest","Gary R. Allen"
1491,"Food Services, Inc. of Gainesville","Department of the Air Force",FA4484-15-R-0005,Denied,http://gao.gov/docket/B-411032.2,"Apr 30, 2015","Aug 10, 2015","Aug 10, 2015","Bid Protest","Brent Burris"
1492,"Lilly Timber Services","Department of Agriculture : Natural Resources Conservation Service",AG-5A12-S-15-0001,Sustained,http://gao.gov/docket/B-411435.2,"Apr 30, 2015","Aug 10, 2015","Aug 5, 2015","Bid Protest","Joshua R. Gillerman"
1493,"STG, Inc.","Department of the Army : U.S. Army Materiel Command",W911QX-15-R-0009,Denied,http://gao.gov/docket/B-411459.4,"Apr 30, 2015","Aug 10, 2015","Jul 30, 2015","Bid Protest","Noah B. Bleicher"
1494,"Hygeia Solutions Partners, LLC","Department of the Army : U.S. Army Materiel Command",W911QX-15-R-0009,Denied,http://gao.gov/docket/B-411459.3,"Apr 30, 2015","Aug 10, 2015","Jul 30, 2015","Bid Protest","Noah B. Bleicher"
1495,"Santa Rita LLC","Department of the Army : U.S. Army Materiel Command",W52P1J-15-R-DV02,Dismissed,http://gao.gov/docket/B-411467.2,"Apr 30, 2015","Aug 10, 2015","Jul 20, 2015","Bid Protest","Cherie J. Owen"
1496,"Export 220Volt, Inc.","Department of State",SGE500-14-R-0021,Withdrawn,http://gao.gov/docket/B-411007.5,"Apr 30, 2015","Aug 10, 2015","Jul 15, 2015","Bid Protest","Louis A. Chiarella"
1497,"Genesis Business Systems","Department of the Army : Corps of Engineers",W912DY-14-R-0053,Dismissed,http://gao.gov/docket/B-411264.7,"Apr 30, 2015","Aug 10, 2015","Jun 11, 2015","Bid Protest","Eric M. Ransom"
1498,"Presidio Networked Solutions, Inc.","Department of Homeland Security : United States Customs and Border Protection",20069324,Dismissed,http://gao.gov/docket/B-409806.6,"Apr 30, 2015","Aug 10, 2015","Jun 11, 2015","Bid Protest","Glenn G. Wolcott"
1499,"AllWorld Language Consultants, Inc.","General Services Administration : Information Technology Service",ID0415002,Dismissed,http://gao.gov/docket/B-411481.1,"Apr 30, 2015","Aug 10, 2015","May 29, 2015","Bid Protest","Scott H. Riback"
1500,"Gulf Supplies & Commercial Services Company, WLL","Department of the Air Force",FA5702-15-R-0003,Dismissed,http://gao.gov/docket/B-411483.1,"Apr 30, 2015","Aug 10, 2015","May 21, 2015","Bid Protest","Pedro E. Briones"
1501,"American Classic Construction Inc","Department of the Interior : Bureau of Reclamation",R15PS00480,Dismissed,http://gao.gov/docket/B-411479.1,"Apr 30, 2015","Aug 10, 2015","May 20, 2015","Bid Protest","Susan K. McAuliffe"
1502,"Digby's Fire Support","Department of Agriculture : Forest Service",AG-024B-S-14-7124,Withdrawn,http://gao.gov/docket/B-411480.1,"Apr 30, 2015","Aug 10, 2015","May 15, 2015","Bid Protest","Paula J. Haurilesko"
1503,"The Ravens Group, Inc.","Department of the Army : U.S. Army Materiel Command",W91CRB-15-R-0010,Withdrawn,http://gao.gov/docket/B-411478.1,"Apr 30, 2015","Aug 10, 2015","May 1, 2015","Bid Protest","Tania Calhoun"
1504,"Anton Paar USA","Department of Agriculture : Agricultural Research Service",AG-51LA-S-15-0002,Dismissed,http://gao.gov/docket/B-411477.1,"Apr 29, 2015","Aug 7, 2015","May 22, 2015","Bid Protest","Frank Maguire"
1505,"SSI Technology, Inc.","Department of Defense : Defense Logistics Agency",SPE7L3-15-T-A862,Dismissed,http://gao.gov/docket/B-411476.1,"Apr 29, 2015","Aug 7, 2015","May 20, 2015","Bid Protest","Susan K. McAuliffe"
1506,"Latvian Connection, LLC","Department of the Navy : Naval Supply Systems Command",N0016116rc16641,Dismissed,http://gao.gov/docket/B-411417.2,"Apr 28, 2015","Aug 6, 2015","Dec 8, 2015","Bid Protest: Reconsideration","Christina Sklarew"
1507,"Latvian Connection, LLC","Department of the Army",709955,Dismissed,http://gao.gov/docket/B-411380.2,"Apr 28, 2015","Aug 6, 2015","Dec 8, 2015","Bid Protest: Reconsideration","Christina Sklarew"
1508,"Quantech Services, Inc.","Department of the Air Force",FA8721-10-R-0002,Denied,http://gao.gov/docket/B-405563.5,"Apr 28, 2015","Aug 6, 2015","Aug 6, 2015","Bid Protest","Charles W. Morrow"
1509,"P3I, Inc.","Department of the Air Force",FA8721-10-R-0002,Denied,http://gao.gov/docket/B-405563.4,"Apr 28, 2015","Aug 6, 2015","Aug 6, 2015","Bid Protest","Charles W. Morrow"
1510,"GeoNorth LLC","Department of the Navy : Naval Sea Systems Command",N00024-14-R-3145,Denied,http://gao.gov/docket/B-411473.1,"Apr 28, 2015","Aug 6, 2015","Aug 6, 2015","Bid Protest","Paul N. Wengert"
1511,"Olympus Building Services, Inc.","Department of Defense : Department of Defense Education Activity",HEVAS6-15-R-0001,Denied,http://gao.gov/docket/B-411474.1,"Apr 28, 2015","Aug 6, 2015","Jul 30, 2015","Bid Protest","Mary G. Curcio"
1512,"Coulson Aviation (USA), Inc.","Department of Agriculture : Forest Service",AG-024B-S-15-9003,Denied,http://gao.gov/docket/B-411306.4,"Apr 28, 2015","Aug 6, 2015","Jul 8, 2015","Bid Protest","Evan D. Wesser"
1513,"Midco Diving & Marine Services, Inc.","Department of the Interior : National Park Service",P14PX01139-S,Dismissed,http://gao.gov/docket/B-411475.1,"Apr 28, 2015","Aug 6, 2015","Jul 8, 2015","Bid Protest","K. Nicole Willems"
1514,"FCi Federal, Inc.","Department of Homeland Security : United States Citizenship and Immigration Services",HSSCCG-13-R-00002,Sustained,http://gao.gov/docket/B-408558.7,"Apr 27, 2015","Aug 5, 2015","Aug 5, 2015","Bid Protest","Cherie J. Owen"
1515,"Alutiiq Technical Services LLC","Department of the Army : U.S. Army Materiel Command",W9124P-13-R-0006,Denied,http://gao.gov/docket/B-411464.1,"Apr 27, 2015","Aug 5, 2015","Aug 4, 2015","Bid Protest","Peter D. Verchinski"
1516,"DynCorp International LLC","Department of the Army : U.S. Army Materiel Command",W52P1J-14-R-0086,Denied,http://gao.gov/docket/B-411465.1,"Apr 27, 2015","Aug 5, 2015","Aug 4, 2015","Bid Protest","Evan D. Wesser"
1517,"Fluor Energy Technology Services, LLC","Department of Energy",DE-SOL-005395,Dismissed,http://gao.gov/docket/B-411466.1,"Apr 27, 2015","Aug 5, 2015","Jul 27, 2015","Bid Protest","Eric M. Ransom"
1518,"Onesimus Defense, LLC","Department of Defense : Defense Logistics Agency",SPO600-14-R-0422,Denied,http://gao.gov/docket/B-411123.4,"Apr 27, 2015","Aug 5, 2015","Jul 24, 2015","Bid Protest","Pedro E. Briones"
1519,"Santa Rita LLC","Department of the Army : U.S. Army Materiel Command",W52P1J-15-R-DV02,Dismissed,http://gao.gov/docket/B-411467.1,"Apr 27, 2015","Aug 5, 2015","Jul 20, 2015","Bid Protest","Cherie J. Owen"
1520,"CenterScope Technologies, Inc.","Department of the Navy : Naval Air Systems Command",N00024-14-R-3026,Denied,http://gao.gov/docket/B-411293.2,"Apr 27, 2015","Aug 5, 2015","Jul 8, 2015","Bid Protest","Charles W. Morrow"
1521,"Noble Supply and Logistics","Department of Defense : Defense Logistics Agency",SPM8E3-14-R-0004,Denied,http://gao.gov/docket/B-411229.5,"Apr 27, 2015","Aug 5, 2015","Jun 24, 2015","Bid Protest","Stephanie B. Magnell"
1522,"TransAtlantic Lines, LLC","Department of the Air Force",HTC711-14-R-W001,Denied,http://gao.gov/docket/B-411242.2,"Apr 27, 2015","Aug 5, 2015","Jun 23, 2015","Bid Protest","Noah B. Bleicher"
1523,CompQSoft,"Department of State",SAQMMA13R0393,Denied,http://gao.gov/docket/B-411216.5,"Apr 27, 2015","Aug 5, 2015","Jun 17, 2015","Bid Protest","Lois Hanshaw"
1524,"Genesis Business Systems","Department of the Army : Corps of Engineers",W912DY-14-R-0053,Dismissed,http://gao.gov/docket/B-411264.6,"Apr 27, 2015","Aug 5, 2015","Jun 11, 2015","Bid Protest","Eric M. Ransom"
1525,"Capture LLC","Department of the Navy : Naval Supply Systems Command",RFQ965788,Dismissed,http://gao.gov/docket/B-411471.1,"Apr 27, 2015","Aug 5, 2015","Jun 3, 2015","Bid Protest","Paula A. Williams"
1526,"INDUS Secure Network Solutions LLC","Department of the Army : U.S. Army Materiel Command",W91RUS-13-R-0004,Dismissed,http://gao.gov/docket/B-411461.3,"Apr 27, 2015","Aug 5, 2015","May 29, 2015","Bid Protest","Matthew T. Crosby"
1527,"D&S Consultants, Inc.","Department of the Army : U.S. Army Materiel Command",W91RUS-13-R-0004,Dismissed,http://gao.gov/docket/B-411461.4,"Apr 27, 2015","Aug 5, 2015","May 29, 2015","Bid Protest","Matthew T. Crosby"
1528,"Marine Terminals Corporation- East, Inc.","Department of the Air Force",HTC711-14-R-R003,Dismissed,http://gao.gov/docket/B-410698.5,"Apr 27, 2015","Aug 5, 2015","May 27, 2015","Bid Protest","Mary G. Curcio"
1529,"Phoenix Environmental Design, Inc.","Department of the Interior : United States Fish and Wildlife Service","",Dismissed,http://gao.gov/docket/B-411462.1,"Apr 27, 2015","Aug 5, 2015","May 26, 2015","Bid Protest","Evan D. Wesser"
1530,"MDA Information Systems LLC","Department of Defense : Defense Intelligence Agency",HHM402-15-R-0034,Dismissed,http://gao.gov/docket/B-411470.1,"Apr 27, 2015","Aug 5, 2015","May 22, 2015","Bid Protest","Paula J. Haurilesko"
1531,"Capture LLC","Department of the Army : U.S. Army Materiel Command",RFQ973063,Dismissed,http://gao.gov/docket/B-411469.1,"Apr 27, 2015","Aug 5, 2015","May 15, 2015","Bid Protest","Paula A. Williams"
1532,"Horizons Youth Services","Department of Labor",DOLJ13PA20010,Dismissed,http://gao.gov/docket/B-411346.4,"Apr 27, 2015","Aug 5, 2015","May 6, 2015","Bid Protest","Noah B. Bleicher"
1533,"Audio & Video Labs, Inc.","Government Publishing Office",2050S,Dismissed,http://gao.gov/docket/B-411472.1,"Apr 27, 2015","Aug 5, 2015","May 6, 2015","Bid Protest","Noah B. Bleicher"
1534,"Nexagen Networks, Inc.","Department of the Army : U.S. Army Materiel Command","",Dismissed,http://gao.gov/docket/B-411209.2,"Apr 27, 2015","Aug 5, 2015","May 1, 2015","Bid Protest","Glenn G. Wolcott"
1535,"Hygeia Solutions Partners, LLC","Department of the Army : U.S. Army Materiel Command",W911QX-15-R-0009,Denied,http://gao.gov/docket/B-411459.1,"Apr 24, 2015","Aug 3, 2015","Jul 30, 2015","Bid Protest","Noah B. Bleicher"
1536,"STG, Inc.","Department of the Army : U.S. Army Materiel Command",W911QX-15-R-0009,Denied,http://gao.gov/docket/B-411459.2,"Apr 24, 2015","Aug 3, 2015","Jul 30, 2015","Bid Protest","Noah B. Bleicher"
1537,"Beltway Transportation Service","Department of the Army",RFQ961002,Denied,http://gao.gov/docket/B-411458.1,"Apr 24, 2015","Aug 3, 2015","Jul 28, 2015","Bid Protest","K. Nicole Willems"
1538,"Excellus Solutions, Inc.","Department of the Air Force",FA6643-14-R-0029,Denied,http://gao.gov/docket/B-410959.3,"Apr 24, 2015","Aug 3, 2015","Jul 24, 2015","Bid Protest","Brent Burris"
1539,"Rotair Industries, Inc.","Department of Defense : Defense Logistics Agency",SPE4A5-15-Q-1719,Dismissed,http://gao.gov/docket/B-411460.1,"Apr 24, 2015","Aug 3, 2015","Jun 26, 2015","Bid Protest","Katherine I. Riback"
1540,"SanDow Construction, Inc.","Department of the Army",W912K6-15-B-0001,Dismissed,http://gao.gov/docket/B-411457.1,"Apr 24, 2015","Aug 3, 2015","Jun 4, 2015","Bid Protest","Paul N. Wengert"
1541,"Computer World Services Corporation","Department of the Army : U.S. Army Materiel Command",W91RUS-13-R-0004,Dismissed,http://gao.gov/docket/B-411461.1,"Apr 24, 2015","Aug 3, 2015","May 29, 2015","Bid Protest","Matthew T. Crosby"
1542,"SMS Data Products Group, Inc.","Department of the Army : U.S. Army Materiel Command",W91RUS-13-R-0004,Dismissed,http://gao.gov/docket/B-411461.2,"Apr 24, 2015","Aug 3, 2015","May 29, 2015","Bid Protest","Matthew T. Crosby"
1543,"Agbayani Construction Corporation","Department of the Army : Corps of Engineers",W91238-15-Q-0028,Dismissed,http://gao.gov/docket/B-411463.1,"Apr 24, 2015","Aug 3, 2015","Apr 30, 2015","Bid Protest","Robert T. Wu"
1544,"Decisive Analytics Corporation","Department of Defense : Washington Headquarters Service",HQ0034-14-R-0074,Denied,http://gao.gov/docket/B-410950.3,"Apr 23, 2015","Aug 3, 2015","Jun 22, 2015","Bid Protest","Pedro E. Briones"
1545,"Triad Isotopes, Inc.","Department of Veterans Affairs","",Withdrawn,http://gao.gov/docket/B-411468.1,"Apr 23, 2015","Aug 3, 2015","Jun 4, 2015","Bid Protest","Heather Weiner"
1546,"Triad Isotopes, Inc.","Department of Veterans Affairs",VA247-14-Q-1606,Withdrawn,http://gao.gov/docket/B-410609.3,"Apr 23, 2015","Aug 3, 2015","Jun 3, 2015","Bid Protest","Heather Weiner"
1547,"Caduceus Healthcare, Inc.","Department of Health and Human Services",14-233-SOL-00430,Withdrawn,http://gao.gov/docket/B-410120.6,"Apr 23, 2015","Aug 3, 2015","May 28, 2015","Bid Protest","Pedro E. Briones"
1548,"Nationwide IT Services, Inc.","Department of the Navy : Naval Air Systems Command",N00024-13-R-3429,Withdrawn,http://gao.gov/docket/B-409695.3,"Apr 23, 2015","Aug 3, 2015","May 11, 2015","Bid Protest","Katherine I. Riback"
1549,"Latvian Connection, LLC","Department of the Army",W912D1-15-T-0027,Dismissed,http://gao.gov/docket/B-411455.1,"Apr 22, 2015","Jul 31, 2015","Jun 3, 2015","Bid Protest","Glenn G. Wolcott"
1550,"New Biz Opportunities Consulting","Department of Defense : Defense Logistics Agency","",Withdrawn,http://gao.gov/docket/B-411456.1,"Apr 22, 2015","Jul 31, 2015","Apr 23, 2015","Bid Protest","Tania Calhoun"
1551,"Kingfisher Systems, Inc.","Department of Defense : Defense Information Systems Agency",HC1047-15-R-0009,Dismissed,http://gao.gov/docket/B-411454.1,"Apr 21, 2015","Jul 30, 2015","Jun 12, 2015","Bid Protest","Gary R. Allen"
